Ratio H/L normalized REP_A,Ratio H/L normalized REP_B,Ratio H/L normalized REP_C,Only identified by site,Reverse,Contaminant,Peptides,Sequence coverage [%],Mol. weight [kDa],PEP,Ratio H/L count REP_A,Ratio H/L count REP_B,Ratio H/L count REP_C,Intensity L REP_A,Intensity H REP_A,Intensity L REP_B,Intensity H REP_B,Intensity L REP_C,Intensity H REP_C,Mean,Median,Standard deviation,Coefficient of variation,Median absolute deviation,Minimum,Maximum,Range,Valid values,Protein IDs,Majority protein IDs,Protein names,Gene names,Proteins,Cysteinylation site IDs,Glutathionylation site IDs,Nitro site IDs,Oxidation (M) site IDs,Phospho (STY) site IDs,s-nitrosylation site IDs,GOCC Name2,GOCC Name3,GOCC Name4,GOCC Name5,GOCC Name6,GOCC Name7,GOCC Name8,GOCC Name9,GOCC Name10,GOCC Name11,GOCC Name12,GOCC Name13,GOCC Name14,GOCC Name15,GOCC Name16,GOCC Name17,GOCC Name18,GOCC Name19,GOCC Name20,GOCC Name21,GOCC Name22,GOCC Name23,GOCC Name24,GOCC Name25,GOCC Name26,GOCC Name27,GOCC Name28,GOCC Name29,GOCC Name30,GOCC Name31,GOCC Name32,GOCC Name33,GOCC Name34,GOCC Name35,GOCC Name36,GOCC Name37,GOCC Name38,GOCC Name39,GOCC Name40,GOCC Name41,GOCC Name42,GOCC Name43,GOCC Name44,GOCC Name45,GOCC Name46,GOCC Name47,GOCC Name48,GOCC Name49,GOCC Name50,GOCC Name51,GOCC Name52,GOCC Name53
-0.299596,-0.734323,-0.438249,,,,21,39.9,70.923,0,51,43,49,98504000,110610000,127080000,112360000,92448000,87633000,-0.490722,-0.438249,0.222063,-0.452523,0.138653,-0.734323,-0.299596,0.434727,3,Q16881;B7Z904;Q16881-6;E7EW10;Q16881-3;E7ESI6;E9PNQ6;Q16881-4;B7Z2S5;Q16881-2;E2QRB9;Q16881-5;B2R5P6;E9PIR7;E9PMY9;F5H780;E9PKD3;E9PIZ5;E9PKI4;E9PLT3;E9PQI3;Q9NNW7;D3YTF9;F5H2V0;D3YTF8;Q9NNW7-2;E7ENA2;F5H1L4;E7EWK1;E9PJU2;E9PRI8,Q16881;B7Z904;Q16881-6;E7EW10;Q16881-3;E7ESI6;E9PNQ6;Q16881-4;B7Z2S5;Q16881-2;E2QRB9;Q16881-5;B2R5P6;E9PIR7;E9PMY9;F5H780,"Thioredoxin reductase 1, cytoplasmic",TXNRD1,31,,,,33;34;35;36;37,,,cell part,cytoplasm,cytoplasmic part,cytosol,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,membrane-bounded organelle,mitochondrion,non-membrane-bounded organelle,nuclear part,nucleolus,organelle,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.476378,-0.546266,-0.50582,,,,22,52.8,50.14,1.05E-283,201,189,181,888700000,1158000000,998050000,1156300000,903700000,1066400000,-0.509488,-0.50582,0.0350884,-0.0688699,0.0294421,-0.546266,-0.476378,0.0698886,3,P68104;Q5VTE0;Q05639;Q5JR01;A6PW80,P68104;Q5VTE0,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3,EEF1A1;EEF1A1P5,5,,,,849;850;851;852;853,,,cell part,cytoplasm,cytoplasmic part,cytosol,eukaryotic translation elongation factor 1 complex,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,macromolecular complex,membrane-bounded organelle,nucleus,organelle,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.729459,-0.431968,-0.486469,,,,7,41,22.345,6.73E-41,9,9,10,8895800,6130800,8931400,7322800,8147700,6379200,-0.549299,-0.486469,0.158385,-0.288341,0.0545009,-0.729459,-0.431968,0.297491,3,Q96IU4;F8W9U3;B4DQI4;Q96IU4-2,Q96IU4;F8W9U3;B4DQI4,Abhydrolase domain-containing protein 14B,ABHD14B,4,,,,981,,,cell part,cytoplasm,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,non-membrane-bounded organelle,nuclear part,nucleolus,organelle,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.528303,-0.524625,-0.649322,,,,26,89.6,22.611,0,171,209,168,842640000,763420000,995020000,757720000,933950000,796120000,-0.567416,-0.528303,0.070956,-0.125051,0.0036782,-0.649322,-0.524625,0.124697,3,Q01995;H0YCU9;E9PJ32,Q01995;H0YCU9,Transgelin,TAGLN,3,,,,874;875;876;877;878;879;880;881;882,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.836192,-0.695419,-0.215429,,,,7,16.4,43.171,9.79E-22,16,15,11,8541200,8503900,9618900,9448000,7105700,7484200,-0.582347,-0.695419,0.325462,-0.558881,0.140773,-0.836192,-0.215429,0.620763,3,P54727;Q5W0S5;P54727-2;Q5W0S4;H0Y579;K7ELW1;K7ENJ0,P54727;Q5W0S5,UV excision repair protein RAD23 homolog B,RAD23B,7,,,,,,,cell part,cytoplasm,intracellular organelle part,intracellular part,macromolecular complex,nuclear part,nucleoplasm,nucleotide-excision repair complex,organelle part,proteasome complex,protein complex,XPC complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.698787,-0.419372,-0.64327,,,,15,55.2,41.92,6.23E-265,44,29,37,74023000,59853000,79221000,69764000,72374000,64375000,-0.587143,-0.64327,0.147922,-0.251935,0.0555167,-0.698787,-0.419372,0.279415,3,Q99536;B4DPX4;K7ERT7;B0AZP7;K7EM19;K7ENX2;K7ESA3;K7ER81;K7EJM4,Q99536;B4DPX4;K7ERT7,Synaptic vesicle membrane protein VAT-1 homolog,VAT1,9,,,,987;988;989,,,cell part,cytoplasm,integral to membrane,intracellular part,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.837867,-0.67565,-0.301301,,,,5,16.1,27.774,1.19E-31,2,2,4,11914000,13907000,16020000,17664000,13628000,16019000,-0.60494,-0.67565,0.275183,-0.454893,0.162217,-0.837867,-0.301301,0.536566,3,P31947;P31947-2,P31947;P31947-2,14-3-3 protein sigma,SFN,2,,,,1;607,,,cell part,cytoplasm,extracellular region part,extracellular space,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.351222,-0.962913,-0.615265,,,,21,47.3,50.432,0,20,25,21,34738000,42992000,46674000,40073000,40683000,40826000,-0.643133,-0.615265,0.306796,-0.477034,0.264043,-0.962913,-0.351222,0.611691,3,Q13509;A8K854;G3V2A3;G3V2N6;G3V3R4;G3V2R8;G3V5W4,Q13509;A8K854,Tubulin beta-3 chain,TUBB3,7,,,,175;178;179;185;186;314;316;902;903;904,,,cell part,cytoplasm,cytoskeletal part,intracellular organelle part,intracellular part,macromolecular complex,microtubule,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.494272,-0.830408,-0.713616,,,,7,5.3,192.69,1.88E-26,17,17,14,4421500,3974500,7583000,5439100,6084900,3846700,-0.679432,-0.713616,0.170656,-0.251174,0.116793,-0.830408,-0.494272,0.336137,3,Q8WWI1;J3KP06;Q8WWI1-2;F8WD26;Q8WWI1-4;Q8WWI1-3;E9PMS6;E9PMP7;E9PMT2;E9PLH4;H0Y424;H0YDG6;H0YDQ3,Q8WWI1;J3KP06;Q8WWI1-2;F8WD26;Q8WWI1-4;Q8WWI1-3;E9PMS6;E9PMP7;E9PMT2;E9PLH4;H0Y424,LIM domain only protein 7,LMO7,13,,,,,,,cell part,cytoplasm,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,macromolecular complex,membrane-bounded organelle,nucleus,organelle,protein complex,ubiquitin ligase complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.620246,-0.784259,-0.684689,,,,48,82.5,57.936,0,385,364,350,1468700000,1421600000,1899300000,1582800000,1549100000,1374400000,-0.696398,-0.684689,0.0826313,-0.118655,0.0644429,-0.784259,-0.620246,0.164013,3,P14618;P14618-3;H3BSU3;H3BTJ2;H3BUW1;H3BT25;H3BU13;H3BQZ3;H3BN34;P30613;P30613-2,P14618;P14618-3,Pyruvate kinase isozymes M1/M2,PKM2,11,,,,486;487;488;489;490;491;492;493;494;495;496,,,cell part,cytoplasm,cytoplasmic part,cytosol,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane,membrane-bounded organelle,nucleus,organelle,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.500504,-0.845261,-0.82521,,,,24,62.1,50.135,0,8,9,9,15596000,14083000,31615000,25927000,14420000,10613000,-0.723658,-0.82521,0.193518,-0.267416,0.0200512,-0.845261,-0.500504,0.344758,3,Q71U36;G3V1U9;Q13748;F8VXZ4;Q13748-2;Q6PEY2;F8VQQ4;F8VWX4,Q71U36;G3V1U9;Q13748;F8VXZ4;Q13748-2;Q6PEY2;F8VQQ4,Tubulin alpha-1A chain;Tubulin alpha-3C/D chain;Tubulin alpha-3E chain,TUBA1A;TUBA3C;TUBA3E,8,,,,4;6;26,,,cell part,cytoplasm,cytoplasmic part,cytoskeletal part,cytosol,intracellular organelle part,intracellular part,macromolecular complex,microtubule,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.2344,-0.445794,-0.516078,,,,4,23.7,26.724,6.38E-45,3,4,4,2740700,1159200,2789400,1970000,2231300,1714000,-0.73209,-0.516078,0.436428,-0.59614,0.0702841,-1.2344,-0.445794,0.788603,3,Q9BUT1;Q9BUT1-2;Q9BUT1-3;D6RIR6;D6R9U8;D6RFG2;D6RBF6;D6R9P2,Q9BUT1;Q9BUT1-2;Q9BUT1-3;D6RIR6;D6R9U8;D6RFG2;D6RBF6,3-hydroxybutyrate dehydrogenase type 2,BDH2,8,,,,,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.12246,-1.19133,-0.963391,,,,30,75.9,42.009,0,2,2,2,8415800,4872900,10406000,4609500,3902900,1660600,-0.759059,-0.963391,0.562968,-0.741665,0.227935,-1.19133,-0.12246,1.06887,3,P62736;P63267;Q5T8M7;P63267-2;F6QUT6;F6UVQ4;C9JFL5;B8ZZJ2;F8WB63,P62736;P63267;Q5T8M7;P63267-2,"Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle",ACTA2;ACTG2;ACTA1,9,,,,110;112;114;115;822;823;824;825,,,cell part,cytoplasm,cytoplasmic part,cytoskeleton,cytosol,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,non-membrane-bounded organelle,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.20008,-0.522551,-0.561835,,,,10,45.3,29.644,2.15E-114,12,10,11,11130000,5722000,10451000,7667400,8612800,6069700,-0.76149,-0.561835,0.380341,-0.49947,0.0392843,-1.20008,-0.522551,0.677533,3,O95865;Q5SRR8;Q5SSV3;A3KGN5;H0Y7N1,O95865;Q5SRR8;Q5SSV3;A3KGN5;H0Y7N1,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",DDAH2,5,,,,,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.853084,-0.92714,-0.733579,,,,15,39.5,40.832,1.52E-96,23,24,26,33170000,18685000,30621000,19237000,26151000,19323000,-0.837934,-0.853084,0.0976654,-0.116555,0.0740554,-0.92714,-0.733579,0.19356,3,Q9NZU5;B4DG80;F5GX84;C9IYS1;B4DEY6;H7C3D2;F8WB09,Q9NZU5;B4DG80;F5GX84;C9IYS1;B4DEY6;H7C3D2,LIM and cysteine-rich domains protein 1,LMCD1,7,,,,,,,cell part,cytoplasm,extracellular region part,extracellular space,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.13511,-0.634061,-0.773615,,,,4,13,31.121,1.93E-17,3,3,2,1816600,965690,1734200,1313800,1308600,928250,-0.847596,-0.773615,0.258587,-0.305084,0.139554,-1.13511,-0.634061,0.501049,3,O94760;B4DGT0;B4DYP1;O94760-2,O94760;B4DGT0;B4DYP1;O94760-2,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",DDAH1,4,,,,,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.23294,-0.620468,-0.719471,,,,13,55.9,31.73,4.04E-283,18,25,21,38977000,20598000,40908000,27472000,38168000,28644000,-0.857626,-0.719471,0.328778,-0.383359,0.0990035,-1.23294,-0.620468,0.612471,3,P27105;B4E2V5;P27105-2,P27105;B4E2V5,Erythrocyte band 7 integral membrane protein,STOM,3,,,,603;604;605;606,,,cell part,cytoplasm,cytoplasmic membrane-bounded vesicle,cytoplasmic part,cytoplasmic vesicle,cytoskeleton,integral to membrane,integral to plasma membrane,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,intrinsic to membrane,intrinsic to plasma membrane,melanosome,membrane,membrane part,membrane raft,membrane-bounded organelle,membrane-bounded vesicle,non-membrane-bounded organelle,organelle,pigment granule,plasma membrane part,vesicle,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.756112,-1.01756,-0.964066,,,,15,8.3,270.63,5.73E-190,54,49,49,40339000,31805000,51892000,35884000,38034000,30147000,-0.91258,-0.964066,0.138121,-0.151352,0.0534967,-1.01756,-0.756112,0.261452,3,P46821;D6RA32;D6RA40;D6RGJ3;D6RCL2;E9PGC8;J3KPX8;P78559-2;P78559,P46821;D6RA32;D6RA40,Microtubule-associated protein 1B;MAP1 light chain LC1,MAP1B,9,,,,,,,cell part,cytoplasm,cytoskeletal part,intracellular organelle part,intracellular part,macromolecular complex,membrane,microtubule,microtubule associated complex,organelle part,plasma membrane,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.7051,-1.17971,-0.961676,,,,6,45.6,17.135,6.31E-35,9,10,7,16190000,6183100,14282000,6932100,9390600,5818300,-1.28216,-1.17971,0.382154,-0.298055,0.218035,-1.7051,-0.961676,0.743424,3,O14558;K7EP04,O14558;K7EP04,Heat shock protein beta-6,HSPB6,2,,,,,,,cell part,cytoplasm,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.38737,-1.32171,NaN,,,,2,13,18.848,2.14E-11,2,2,1,1608800,699190,2620600,960190,1174300,509170,-1.35454,-1.35454,0.0464302,-0.0342774,0.0328311,-1.38737,-1.32171,0.0656623,2,P14209;A6NIW1,P14209;A6NIW1,CD99 antigen,CD99,2,,,,,,,cell part,cytoplasm,integral to membrane,integral to plasma membrane,intracellular part,intrinsic to membrane,intrinsic to plasma membrane,membrane part,plasma membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.47153,-1.39745,-1.33283,,,,14,48.3,36.788,1.03E-126,18,22,19,27058000,12097000,46258000,24968000,26812000,14905000,-1.4006,-1.39745,0.0694054,-0.049554,0.0646228,-1.47153,-1.33283,0.138703,3,Q04828;P42330;H0Y804;P17516;A6NHU4;B4DL37,Q04828;P42330;H0Y804;P17516,Aldo-keto reductase family 1 member C1;Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C4,AKR1C1;AKR1C3;AKR1C4,6,,,,40,,,cell part,cytoplasm,cytoplasmic part,cytosol,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.60235,-1.43179,-1.32258,,,,14,69.7,20.159,1.90E-114,30,24,27,69209000,25810000,56429000,21192000,60910000,26961000,-1.45224,-1.43179,0.141003,-0.0970933,0.109215,-1.60235,-1.32258,0.279773,3,P02511;E9PR44;E9PJL7;E9PNH7;E9PRA8;H0YCW8;E9PS12;E9PRS4,P02511;E9PR44;E9PJL7;E9PNH7;E9PRA8,Alpha-crystallin B chain,CRYAB,8,,,,158;159,,,cell part,cytoplasm,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.32085,-1.40675,-1.77305,,,,2,13.9,20.324,3.38E-06,3,4,2,2111800,720780,1888300,776530,835970,367870,-1.50022,-1.40675,0.240152,-0.160079,0.085905,-1.77305,-1.32085,0.452201,3,P53801;A8MZH8;A8MXQ1;B4DPZ0,P53801;A8MZH8;A8MXQ1;B4DPZ0,Pituitary tumor-transforming gene 1 protein-interacting protein,PTTG1IP,4,,,,,,,cell part,cytoplasm,integral to membrane,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,intrinsic to membrane,membrane part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.72209,-1.84125,-1.7162,,,,38,59.5,77.328,0,85,81,81,231230000,106640000,401780000,139720000,286060000,114770000,-1.75984,-1.72209,0.0705604,-0.0400947,0.00588989,-1.84125,-1.7162,0.125053,3,P21980;B4DIT7;F5H6P0;P21980-2;P21980-3;A2A299;A2A2A0;O43548;P49221;O43548-2,P21980;B4DIT7;F5H6P0;P21980-2,Protein-glutamine gamma-glutamyltransferase 2,TGM2,10,,,,561;562;563;564;565;566,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.15592,-0.933132,-3.65939,,,,17,50.4,27.679,3.30E-119,2,3,22,2451400,2143500,1683600,1036900,53412000,3112100,-1.91615,-1.15592,1.5138,-0.790022,0.222787,-3.65939,-0.933132,2.72626,3,P31944,P31944,Caspase-14;Caspase-14 subunit p19;Caspase-14 subunit p10,CASP14,1,,,,640,,,cell part,cytoplasm,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.86602,NaN,-2.48649,,,,3,7.3,48.445,5.86E-06,2,0,2,4201300,2993300,0,0,1137700,46032,-2.17625,-2.17625,0.438741,-0.201604,0.310237,-2.48649,-1.86602,0.620473,2,Q3SYB4;Q96P63,Q3SYB4;Q96P63,Serpin B12,SERPINB12,2,,,,,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.85967,-2.23216,-2.36223,,,,13,43,36.735,1.31E-54,2,2,2,1973700,302300,2138600,395510,1291200,291890,-2.48469,-2.36223,0.331191,-0.133293,0.130074,-2.85967,-2.23216,0.627508,3,P52895;B4DK69;P52895-2;H7C4R4,P52895;B4DK69,Aldo-keto reductase family 1 member C2,AKR1C2,4,,,,40,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.95977,NaN,-3.85889,,,,23,35.5,66.35,3.84E-171,2,0,3,1070500,207500,0,0,3207000,369740,-2.90933,-2.90933,1.34288,-0.461579,0.949562,-3.85889,-1.95977,1.89912,2,F5GWP8;C9JKY1;C9JK18;C9J826;C9JTX4,F5GWP8,,JUP,5,,,,87,,,cell part,cytoplasm,cytoskeletal part,intermediate filament,intracellular organelle part,intracellular part,macromolecular complex,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.38115,-3.15136,-3.18942,,,,12,60.5,24.824,2.67E-286,22,22,19,56977000,8995000,82561000,10584000,45261000,8112200,-3.24064,-3.18942,0.123163,-0.0380056,0.0380549,-3.38115,-3.15136,0.22979,3,P09936;D6RE83;D6R956;D6R974;D6RF53,P09936;D6RE83;D6R956;D6R974,Ubiquitin carboxyl-terminal hydrolase isozyme L1,UCHL1,5,,,,432;433;434;435,,,cell part,cytoplasm,cytoplasmic part,endoplasmic reticulum membrane,endoplasmic reticulum part,intracellular,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,membrane,membrane part,membrane-bounded organelle,nucleus,organelle,organelle membrane,organelle part,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.54204,-3.51167,-3.95386,,,,7,53.8,10.834,1.70E-29,4,3,10,7212100,980900,4644800,720770,47727000,1329100,-3.33586,-3.51167,0.722147,-0.21648,0.44219,-3.95386,-2.54204,1.41183,3,P05109,P05109,Protein S100-A8,S100A8,1,,,,332,,,cell part,cytoplasm,cytoskeleton,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,membrane,non-membrane-bounded organelle,organelle,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.21411,NaN,-5.0012,,,,4,5.5,64.135,1.22E-08,2,1,5,736970,89043,380570,109840,9467500,236310,-4.10765,-4.10765,1.26367,-0.307637,0.893547,-5.0012,-3.21411,1.78709,2,Q5T749,Q5T749,Keratinocyte proline-rich protein,KPRP,1,,,,,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0582473,0.138159,NaN,,,,2,12.9,18.72,4.10E-22,2,2,1,708480,1022200,968000,1211300,642080,858750,0.0982032,0.0982032,0.0565062,0.575401,0.0399559,0.0582473,0.138159,0.0799119,2,E5RJR5;P63208;P63208-2;F8W8N3;E7ERH2,E5RJR5;P63208;P63208-2;F8W8N3;E7ERH2,S-phase kinase-associated protein 1,SKP1,5,,,,,,,cell part,cullin-RING ubiquitin ligase complex,cytoplasmic part,cytosol,intracellular organelle part,intracellular part,macromolecular complex,nuclear part,nucleoplasm,organelle part,protein complex,SCF ubiquitin ligase complex,ubiquitin ligase complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0538531,-0.158462,-0.213571,,,,20,19.2,126.97,4.94E-57,20,16,18,8994200,11820000,7659100,9584900,8051300,9419300,-0.141962,-0.158462,0.0811272,-0.571472,0.0551094,-0.213571,-0.0538531,0.159718,3,Q16531;F5GY55;B4DG00;F5H581;F5H775;F5H0Y5;F5H2L3;F5GWI0;F5H238;F5H6C5;F5H4N9;F5GZ34;F5H7A0;F5GZY8;F5H198;F8WF81;F5GYG8,Q16531;F5GY55,DNA damage-binding protein 1,DDB1,17,,,,,,,cell part,CUL4 RING ubiquitin ligase complex,Cul4A-RING ubiquitin ligase complex,Cul4B-RING ubiquitin ligase complex,cullin-RING ubiquitin ligase complex,cytoplasm,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane-bounded organelle,nuclear part,nucleoplasm,nucleus,organelle,organelle part,protein complex,ubiquitin ligase complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.210262,-0.346885,-0.190898,,,,4,4.7,103.98,2.42E-10,3,3,6,3700600,5674900,5227400,7097100,7601800,9952600,-0.249349,-0.210262,0.0850221,-0.340977,0.019364,-0.346885,-0.190898,0.155987,3,Q13620;K4DI93;Q13620-1;Q13620-3;A6NE76;Q13619;Q13619-2,Q13620;K4DI93;Q13620-1;Q13620-3;A6NE76,Cullin-4B,CUL4B,7,,,,,,,cell part,CUL4 RING ubiquitin ligase complex,Cul4A-RING ubiquitin ligase complex,Cul4B-RING ubiquitin ligase complex,cullin-RING ubiquitin ligase complex,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,macromolecular complex,membrane-bounded organelle,nucleus,organelle,protein complex,ubiquitin ligase complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.236962,0.00877379,0.202136,,,,4,23,17.911,2.89E-18,2,4,2,1545200,1507800,2329100,2615300,610240,630320,-0.00868434,0.00877379,0.220069,-25.3409,0.193362,-0.236962,0.202136,0.439098,3,Q15370-2;Q15370;B8ZZU8;I3L0M9,Q15370-2;Q15370;B8ZZU8;I3L0M9,Transcription elongation factor B polypeptide 2,TCEB2,4,,,,948,,,cell part,Cul2-RING ubiquitin ligase complex,Cul5-RING ubiquitin ligase complex,cullin-RING ubiquitin ligase complex,cytoplasmic part,cytosol,intracellular organelle part,intracellular part,macromolecular complex,nuclear part,nucleoplasm,organelle part,protein complex,ubiquitin ligase complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.380508,0.288654,0.211884,,,,2,9.6,41.905,5.12E-70,7,6,7,3088800,4601500,3576700,6188000,3058800,5315000,0.293682,0.288654,0.0844241,0.287468,0.0767695,0.211884,0.380508,0.168623,3,H0Y449;P67809;P16989;Q9Y2T7;P16989-3;P16989-2,H0Y449;P67809;P16989;Q9Y2T7;P16989-3;P16989-2,Nuclease-sensitive element-binding protein 1;DNA-binding protein A;Y-box-binding protein 2,YBX1;CSDA;YBX2,6,,,,,,,cell part,CRD-mediated mRNA stability complex,cytoplasm,cytoplasmic part,extracellular region,histone pre-mRNA 3'end processing complex,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane-bounded organelle,non-membrane-bounded organelle,nuclear part,nucleoplasm,nucleus,organelle,organelle part,protein complex,ribonucleoprotein complex,RNA granule,spliceosomal complex,stress granule,U12-type spliceosomal complex,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.37058,-3.31905,-3.23746,,,,8,85.7,11.006,2.27E-102,12,14,20,21852000,3294700,25114000,2091300,38991000,4509900,-3.30903,-3.31905,0.0671248,-0.0202854,0.0515335,-3.37058,-3.23746,0.133123,3,P01040;C9J0E4,P01040;C9J0E4,Cystatin-A,CSTA,2,,,,,,,cell part,cornified envelope,cytoplasm,cytoskeleton,intracellular,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,non-membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.518737,0.742351,0.508733,,,,6,6.2,113.08,5.15E-23,8,7,9,1941400,4002900,4130500,4972700,4059000,4376200,0.58994,0.518737,0.132087,0.223898,0.0100038,0.508733,0.742351,0.233618,3,O94855-2;O94855;E9PDM8;E9PC44,O94855-2;O94855;E9PDM8;E9PC44,Protein transport protein Sec24D,SEC24D,4,,,,,,,cell part,COPII vesicle coat,cytoplasmic part,cytoplasmic vesicle part,cytosol,endoplasmic reticulum membrane,endoplasmic reticulum part,Golgi apparatus part,Golgi membrane,intracellular organelle part,intracellular part,macromolecular complex,membrane,membrane coat,membrane part,organelle membrane,organelle part,perinuclear region of cytoplasm,protein complex,vesicle coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
